CO2,Country of birth/nationality,VAR,Variable,GEN,Gender,COU,Country,YEA,Year,Inflow,Flag Codes,Flags
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISL,Iceland,2008,2008,77,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISL,Iceland,2009,2009,35,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISL,Iceland,2010,2010,51,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISL,Iceland,2011,2011,76,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISL,Iceland,2012,2012,113,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISL,Iceland,2013,2013,172,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISL,Iceland,2014,2014,170,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISL,Iceland,2015,2015,360,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISL,Iceland,2016,2016,1132,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISL,Iceland,2017,2017,1065,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISL,Iceland,2018,2018,730,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISL,Iceland,2019,2019,805,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,IRL,Ireland,2000,2000,10938,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,IRL,Ireland,2001,2001,10325,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,IRL,Ireland,2002,2002,11634,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,IRL,Ireland,2003,2003,7900,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,IRL,Ireland,2004,2004,4769,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,IRL,Ireland,2005,2005,4324,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,IRL,Ireland,2006,2006,4314,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,IRL,Ireland,2007,2007,3988,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,IRL,Ireland,2008,2008,3866,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,IRL,Ireland,2009,2009,2689,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,IRL,Ireland,2010,2010,1939,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,IRL,Ireland,2011,2011,1419,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,IRL,Ireland,2012,2012,1104,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,IRL,Ireland,2013,2013,946,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,IRL,Ireland,2014,2014,1448,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,IRL,Ireland,2015,2015,3280,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,IRL,Ireland,2016,2016,2237,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,IRL,Ireland,2017,2017,2910,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,IRL,Ireland,2018,2018,3655,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,IRL,Ireland,2019,2019,4740,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ITA,Italy,2000,2000,15564,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ITA,Italy,2001,2001,9620,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ITA,Italy,2002,2002,16015,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ITA,Italy,2003,2003,13455,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ITA,Italy,2004,2004,9722,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ITA,Italy,2005,2005,9548,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ITA,Italy,2006,2006,10348,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ITA,Italy,2007,2007,14053,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ITA,Italy,2008,2008,30324,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ITA,Italy,2009,2009,17603,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ITA,Italy,2010,2010,10052,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ITA,Italy,2011,2011,34117,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ITA,Italy,2012,2012,17352,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ITA,Italy,2013,2013,25720,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ITA,Italy,2014,2014,63657,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ITA,Italy,2015,2015,83240,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ITA,Italy,2016,2016,122124,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ITA,Italy,2017,2017,126560,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ITA,Italy,2018,2018,53440,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ITA,Italy,2019,2019,35005,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,JPN,Japan,2000,2000,216,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,JPN,Japan,2001,2001,353,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,JPN,Japan,2002,2002,250,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,JPN,Japan,2003,2003,336,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,JPN,Japan,2004,2004,426,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,JPN,Japan,2005,2005,384,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,JPN,Japan,2006,2006,954,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,JPN,Japan,2007,2007,816,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,JPN,Japan,2008,2008,1599,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,JPN,Japan,2009,2009,1388,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,JPN,Japan,2010,2010,1203,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,JPN,Japan,2011,2011,1867,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,JPN,Japan,2012,2012,2545,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,JPN,Japan,2013,2013,3260,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,JPN,Japan,2014,2014,5000,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,JPN,Japan,2015,2015,7580,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,JPN,Japan,2016,2016,10901,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,JPN,Japan,2017,2017,19250,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,JPN,Japan,2018,2018,10493,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,JPN,Japan,2019,2019,10375,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,KOR,Korea,2000,2000,43,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,KOR,Korea,2001,2001,39,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,KOR,Korea,2002,2002,37,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,KOR,Korea,2003,2003,86,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,KOR,Korea,2004,2004,145,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,KOR,Korea,2005,2005,412,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,KOR,Korea,2006,2006,278,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,KOR,Korea,2007,2007,717,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,KOR,Korea,2008,2008,364,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,KOR,Korea,2009,2009,324,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,KOR,Korea,2010,2010,425,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,KOR,Korea,2011,2011,1011,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,KOR,Korea,2012,2012,1143,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,KOR,Korea,2013,2013,1574,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,KOR,Korea,2014,2014,2896,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,KOR,Korea,2015,2015,5710,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,KOR,Korea,2016,2016,7542,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,KOR,Korea,2017,2017,9942,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,KOR,Korea,2018,2018,16147,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,KOR,Korea,2019,2019,15433,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LUX,Luxembourg,2000,2000,621,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LUX,Luxembourg,2001,2001,687,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LUX,Luxembourg,2002,2002,1043,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LUX,Luxembourg,2003,2003,1549,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LUX,Luxembourg,2004,2004,1577,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LUX,Luxembourg,2005,2005,802,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LUX,Luxembourg,2006,2006,523,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LUX,Luxembourg,2007,2007,426,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LUX,Luxembourg,2008,2008,463,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LUX,Luxembourg,2009,2009,477,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LUX,Luxembourg,2010,2010,744,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LUX,Luxembourg,2011,2011,2076,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LUX,Luxembourg,2012,2012,2003,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LUX,Luxembourg,2013,2013,989,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LUX,Luxembourg,2014,2014,973,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LUX,Luxembourg,2015,2015,2300,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LUX,Luxembourg,2016,2016,1938,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LUX,Luxembourg,2017,2017,2325,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LUX,Luxembourg,2018,2018,2225,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LUX,Luxembourg,2019,2019,2200,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,MEX,Mexico,2000,2000,277,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,MEX,Mexico,2001,2001,415,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,MEX,Mexico,2002,2002,257,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,MEX,Mexico,2003,2003,275,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,MEX,Mexico,2004,2004,404,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,MEX,Mexico,2005,2005,687,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,MEX,Mexico,2006,2006,480,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,MEX,Mexico,2007,2007,374,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,MEX,Mexico,2008,2008,317,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,MEX,Mexico,2009,2009,680,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,MEX,Mexico,2010,2010,1039,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,MEX,Mexico,2011,2011,753,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,MEX,Mexico,2012,2012,811,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,MEX,Mexico,2013,2013,1296,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,MEX,Mexico,2014,2014,1524,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,MEX,Mexico,2015,2015,3420,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,MEX,Mexico,2016,2016,8781,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,MEX,Mexico,2017,2017,14596,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,MEX,Mexico,2018,2018,29623,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,MEX,Mexico,2019,2019,70366,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NLD,Netherlands,2000,2000,43895,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NLD,Netherlands,2001,2001,32579,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NLD,Netherlands,2002,2002,18667,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NLD,Netherlands,2003,2003,13402,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NLD,Netherlands,2004,2004,9782,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NLD,Netherlands,2005,2005,12347,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NLD,Netherlands,2006,2006,14465,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NLD,Netherlands,2007,2007,7102,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NLD,Netherlands,2008,2008,13399,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NLD,Netherlands,2009,2009,14905,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NLD,Netherlands,2010,2010,13333,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NLD,Netherlands,2011,2011,11590,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NLD,Netherlands,2012,2012,9664,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NLD,Netherlands,2013,2013,14399,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NLD,Netherlands,2014,2014,23850,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NLD,Netherlands,2015,2015,43100,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NLD,Netherlands,2016,2016,18414,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NLD,Netherlands,2017,2017,16090,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NLD,Netherlands,2018,2018,20465,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NLD,Netherlands,2019,2019,22540,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NZL,New Zealand,2000,2000,1551,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NZL,New Zealand,2001,2001,1601,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NZL,New Zealand,2002,2002,997,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NZL,New Zealand,2003,2003,841,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NZL,New Zealand,2004,2004,580,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NZL,New Zealand,2005,2005,348,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NZL,New Zealand,2006,2006,276,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NZL,New Zealand,2007,2007,245,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NZL,New Zealand,2008,2008,254,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NZL,New Zealand,2009,2009,336,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NZL,New Zealand,2010,2010,340,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NZL,New Zealand,2011,2011,305,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NZL,New Zealand,2012,2012,324,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NZL,New Zealand,2013,2013,291,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NZL,New Zealand,2014,2014,288,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NZL,New Zealand,2015,2015,350,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NZL,New Zealand,2016,2016,387,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NZL,New Zealand,2017,2017,560,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NZL,New Zealand,2018,2018,455,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NZL,New Zealand,2019,2019,538,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NOR,Norway,2000,2000,10842,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NOR,Norway,2001,2001,14782,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NOR,Norway,2002,2002,17480,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NOR,Norway,2003,2003,15959,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NOR,Norway,2004,2004,7945,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NOR,Norway,2005,2005,5402,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NOR,Norway,2006,2006,5320,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NOR,Norway,2007,2007,6528,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NOR,Norway,2008,2008,14431,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NOR,Norway,2009,2009,17226,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NOR,Norway,2010,2010,10064,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NOR,Norway,2011,2011,9053,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NOR,Norway,2012,2012,9785,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NOR,Norway,2013,2013,11467,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NOR,Norway,2014,2014,12640,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NOR,Norway,2015,2015,30520,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NOR,Norway,2016,2016,3202,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NOR,Norway,2017,2017,3385,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NOR,Norway,2018,2018,2550,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,NOR,Norway,2019,2019,2205,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,POL,Poland,2000,2000,4589,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,POL,Poland,2001,2001,4529,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,POL,Poland,2002,2002,5170,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,POL,Poland,2003,2003,6909,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,POL,Poland,2004,2004,8079,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,POL,Poland,2005,2005,6860,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,POL,Poland,2006,2006,4430,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,POL,Poland,2007,2007,7205,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,POL,Poland,2008,2008,7203,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,POL,Poland,2009,2009,10587,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,POL,Poland,2010,2010,6534,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,POL,Poland,2011,2011,5086,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,POL,Poland,2012,2012,9167,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,POL,Poland,2013,2013,13758,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,POL,Poland,2014,2014,6810,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,POL,Poland,2015,2015,10250,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,POL,Poland,2016,2016,9840,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,POL,Poland,2017,2017,3005,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,POL,Poland,2018,2018,2405,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,POL,Poland,2019,2019,2765,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,PRT,Portugal,2000,2000,224,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,PRT,Portugal,2001,2001,234,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,PRT,Portugal,2002,2002,245,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,PRT,Portugal,2003,2003,88,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,PRT,Portugal,2004,2004,113,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,PRT,Portugal,2005,2005,114,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,PRT,Portugal,2006,2006,128,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,PRT,Portugal,2007,2007,224,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,PRT,Portugal,2008,2008,161,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,PRT,Portugal,2009,2009,139,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,PRT,Portugal,2010,2010,160,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,PRT,Portugal,2011,2011,275,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,PRT,Portugal,2012,2012,299,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,PRT,Portugal,2013,2013,507,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,PRT,Portugal,2014,2014,442,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,PRT,Portugal,2015,2015,900,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,PRT,Portugal,2016,2016,1463,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,PRT,Portugal,2017,2017,1015,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,PRT,Portugal,2018,2018,1240,,
