LOCATION,Country,SEX,Sex,AGE,Age,TIME,Time,Population,Flag Codes,Flags
NZL,New Zealand,T,Total,TOTAL,Total,2007,2007,4223800,,
NZL,New Zealand,T,Total,TOTAL,Total,2008,2008,4259800,,
NZL,New Zealand,T,Total,TOTAL,Total,2009,2009,4302600,,
NZL,New Zealand,T,Total,TOTAL,Total,2010,2010,4350700,,
NZL,New Zealand,T,Total,TOTAL,Total,2011,2011,4384000,,
NZL,New Zealand,T,Total,TOTAL,Total,2012,2012,4408100,,
NZL,New Zealand,T,Total,TOTAL,Total,2013,2013,4442100,,
NZL,New Zealand,T,Total,TOTAL,Total,2014,2014,4516500,,
NZL,New Zealand,T,Total,TOTAL,Total,2015,2015,4609400,,
NZL,New Zealand,T,Total,TOTAL,Total,2016,2016,4714100,,
NZL,New Zealand,T,Total,TOTAL,Total,2017,2017,4813600,,
NZL,New Zealand,T,Total,TOTAL,Total,2018,2018,4900600,,
NZL,New Zealand,T,Total,TOTAL,Total,2019,2019,4979200,,
NZL,New Zealand,T,Total,TOTAL,Total,2020,2020,5093600,,
NOR,Norway,T,Total,TOTAL,Total,2005,2005,4623293,,
NOR,Norway,T,Total,TOTAL,Total,2006,2006,4660673,,
NOR,Norway,T,Total,TOTAL,Total,2007,2007,4709156,,
NOR,Norway,T,Total,TOTAL,Total,2008,2008,4768215,,
NOR,Norway,T,Total,TOTAL,Total,2009,2009,4828716,,
NOR,Norway,T,Total,TOTAL,Total,2010,2010,4889253,,
NOR,Norway,T,Total,TOTAL,Total,2011,2011,4953089,,
NOR,Norway,T,Total,TOTAL,Total,2012,2012,5018574,,
NOR,Norway,T,Total,TOTAL,Total,2013,2013,5080171,,
NOR,Norway,T,Total,TOTAL,Total,2014,2014,5137427,,
NOR,Norway,T,Total,TOTAL,Total,2015,2015,5189898,,
NOR,Norway,T,Total,TOTAL,Total,2016,2016,5236152,,
NOR,Norway,T,Total,TOTAL,Total,2017,2017,5276965,,
NOR,Norway,T,Total,TOTAL,Total,2018,2018,5311916,,
NOR,Norway,T,Total,TOTAL,Total,2019,2019,5347893,,
NOR,Norway,T,Total,TOTAL,Total,2020,2020,5379472,,
POL,Poland,T,Total,TOTAL,Total,2005,2005,38161313,,
POL,Poland,T,Total,TOTAL,Total,2006,2006,38132277,,
POL,Poland,T,Total,TOTAL,Total,2007,2007,38115967,,
POL,Poland,T,Total,TOTAL,Total,2008,2008,38115909,,
POL,Poland,T,Total,TOTAL,Total,2009,2009,38153389,,
POL,Poland,T,Total,TOTAL,Total,2010,2010,38516689,,
POL,Poland,T,Total,TOTAL,Total,2011,2011,38525670,,
POL,Poland,T,Total,TOTAL,Total,2012,2012,38533789,,
POL,Poland,T,Total,TOTAL,Total,2013,2013,38502396,,
POL,Poland,T,Total,TOTAL,Total,2014,2014,38483957,,
POL,Poland,T,Total,TOTAL,Total,2015,2015,38454576,,
POL,Poland,T,Total,TOTAL,Total,2016,2016,38426809,,
POL,Poland,T,Total,TOTAL,Total,2017,2017,38422346,,
POL,Poland,T,Total,TOTAL,Total,2018,2018,38413139,,
POL,Poland,T,Total,TOTAL,Total,2019,2019,38386476,,
POL,Poland,T,Total,TOTAL,Total,2020,2020,38354173,,
PRT,Portugal,T,Total,TOTAL,Total,2005,2005,10503330,,
PRT,Portugal,T,Total,TOTAL,Total,2006,2006,10522288,,
PRT,Portugal,T,Total,TOTAL,Total,2007,2007,10542963.5,,
PRT,Portugal,T,Total,TOTAL,Total,2008,2008,10558176.5,,
PRT,Portugal,T,Total,TOTAL,Total,2009,2009,10568246.5,,
PRT,Portugal,T,Total,TOTAL,Total,2010,2010,10573100,,
PRT,Portugal,T,Total,TOTAL,Total,2011,2011,10557559.5,,
PRT,Portugal,T,Total,TOTAL,Total,2012,2012,10514843.5,,
PRT,Portugal,T,Total,TOTAL,Total,2013,2013,10457295,,
PRT,Portugal,T,Total,TOTAL,Total,2014,2014,10401061.5,,
PRT,Portugal,T,Total,TOTAL,Total,2015,2015,10358076,,
PRT,Portugal,T,Total,TOTAL,Total,2016,2016,10325451.5,,
PRT,Portugal,T,Total,TOTAL,Total,2017,2017,10300300,,
PRT,Portugal,T,Total,TOTAL,Total,2018,2018,10283822,,
PRT,Portugal,T,Total,TOTAL,Total,2019,2019,10286263,,
PRT,Portugal,T,Total,TOTAL,Total,2020,2020,10297080.5,,
SVK,Slovak Republic,T,Total,TOTAL,Total,2005,2005,5387285,,
SVK,Slovak Republic,T,Total,TOTAL,Total,2006,2006,5391184,,
SVK,Slovak Republic,T,Total,TOTAL,Total,2007,2007,5397766,,
SVK,Slovak Republic,T,Total,TOTAL,Total,2008,2008,5406972,,
SVK,Slovak Republic,T,Total,TOTAL,Total,2009,2009,5418374,,
SVK,Slovak Republic,T,Total,TOTAL,Total,2010,2010,5431024,,
SVK,Slovak Republic,T,Total,TOTAL,Total,2011,2011,5398384,,
SVK,Slovak Republic,T,Total,TOTAL,Total,2012,2012,5407579,,
SVK,Slovak Republic,T,Total,TOTAL,Total,2013,2013,5413392.5,,
SVK,Slovak Republic,T,Total,TOTAL,Total,2014,2014,5418649,,
SVK,Slovak Republic,T,Total,TOTAL,Total,2015,2015,5423800.5,,
SVK,Slovak Republic,T,Total,TOTAL,Total,2016,2016,5430797.5,,
SVK,Slovak Republic,T,Total,TOTAL,Total,2017,2017,5439231.5,,
SVK,Slovak Republic,T,Total,TOTAL,Total,2018,2018,5446770.5,,
SVK,Slovak Republic,T,Total,TOTAL,Total,2019,2019,5454147,,
SVK,Slovak Republic,T,Total,TOTAL,Total,2020,2020,5458827,,
ESP,Spain,T,Total,TOTAL,Total,2005,2005,43662613,,
ESP,Spain,T,Total,TOTAL,Total,2006,2006,44360521,,
ESP,Spain,T,Total,TOTAL,Total,2007,2007,45236004,,
ESP,Spain,T,Total,TOTAL,Total,2008,2008,45983169,,
ESP,Spain,T,Total,TOTAL,Total,2009,2009,46367550,,
ESP,Spain,T,Total,TOTAL,Total,2010,2010,46562483,,
ESP,Spain,T,Total,TOTAL,Total,2011,2011,46736257,,
ESP,Spain,T,Total,TOTAL,Total,2012,2012,46766403,,
ESP,Spain,T,Total,TOTAL,Total,2013,2013,46593236,,
ESP,Spain,T,Total,TOTAL,Total,2014,2014,46455123,,
ESP,Spain,T,Total,TOTAL,Total,2015,2015,46410149,,
ESP,Spain,T,Total,TOTAL,Total,2016,2016,46449874,,
ESP,Spain,T,Total,TOTAL,Total,2017,2017,46532869,,
ESP,Spain,T,Total,TOTAL,Total,2018,2018,46728814,,
ESP,Spain,T,Total,TOTAL,Total,2019,2019,47105358,,
ESP,Spain,T,Total,TOTAL,Total,2020,2020,47351567,,
SWE,Sweden,T,Total,TOTAL,Total,2005,2005,9029567,,
SWE,Sweden,T,Total,TOTAL,Total,2006,2006,9080506,,
SWE,Sweden,T,Total,TOTAL,Total,2007,2007,9148093,,
SWE,Sweden,T,Total,TOTAL,Total,2008,2008,9219639,,
SWE,Sweden,T,Total,TOTAL,Total,2009,2009,9298512,,
SWE,Sweden,T,Total,TOTAL,Total,2010,2010,9378131,,
SWE,Sweden,T,Total,TOTAL,Total,2011,2011,9449216,,
SWE,Sweden,T,Total,TOTAL,Total,2012,2012,9519379,,
SWE,Sweden,T,Total,TOTAL,Total,2013,2013,9600374,,
SWE,Sweden,T,Total,TOTAL,Total,2014,2014,9696105,,
SWE,Sweden,T,Total,TOTAL,Total,2015,2015,9799183,,
SWE,Sweden,T,Total,TOTAL,Total,2016,2016,9923086,,
SWE,Sweden,T,Total,TOTAL,Total,2017,2017,10057695,,
SWE,Sweden,T,Total,TOTAL,Total,2018,2018,10175215,,
SWE,Sweden,T,Total,TOTAL,Total,2019,2019,10278888,,
SWE,Sweden,T,Total,TOTAL,Total,2020,2020,10353444,,
CHE,Switzerland,T,Total,TOTAL,Total,2005,2005,7437116,,
CHE,Switzerland,T,Total,TOTAL,Total,2006,2006,7483935,,
CHE,Switzerland,T,Total,TOTAL,Total,2007,2007,7551117,,
CHE,Switzerland,T,Total,TOTAL,Total,2008,2008,7647676,,
CHE,Switzerland,T,Total,TOTAL,Total,2009,2009,7743832,,
CHE,Switzerland,T,Total,TOTAL,Total,2010,2010,7824910,,
CHE,Switzerland,T,Total,TOTAL,Total,2011,2011,7912396,,
CHE,Switzerland,T,Total,TOTAL,Total,2012,2012,7996861,,
CHE,Switzerland,T,Total,TOTAL,Total,2013,2013,8089346,,
CHE,Switzerland,T,Total,TOTAL,Total,2014,2014,8188646,,
CHE,Switzerland,T,Total,TOTAL,Total,2015,2015,8282398,,
CHE,Switzerland,T,Total,TOTAL,Total,2016,2016,8373334,,
CHE,Switzerland,T,Total,TOTAL,Total,2017,2017,8451834,,
CHE,Switzerland,T,Total,TOTAL,Total,2018,2018,8514327,,
CHE,Switzerland,T,Total,TOTAL,Total,2019,2019,8575280,,
CHE,Switzerland,T,Total,TOTAL,Total,2020,2020,8636563,,
TUR,Turkey,T,Total,TOTAL,Total,2005,2005,68435380,,
TUR,Turkey,T,Total,TOTAL,Total,2006,2006,69295253,,
TUR,Turkey,T,Total,TOTAL,Total,2007,2007,70158111.5,,
TUR,Turkey,T,Total,TOTAL,Total,2008,2008,71051689,,
TUR,Turkey,T,Total,TOTAL,Total,2009,2009,72039215,,
TUR,Turkey,T,Total,TOTAL,Total,2010,2010,73142162,,
TUR,Turkey,T,Total,TOTAL,Total,2011,2011,74223642,,
TUR,Turkey,T,Total,TOTAL,Total,2012,2012,75175836,,
TUR,Turkey,T,Total,TOTAL,Total,2013,2013,76147634,,
TUR,Turkey,T,Total,TOTAL,Total,2014,2014,77181894,,
TUR,Turkey,T,Total,TOTAL,Total,2015,2015,78218488,,
TUR,Turkey,T,Total,TOTAL,Total,2016,2016,79277971,,
TUR,Turkey,T,Total,TOTAL,Total,2017,2017,80312708,,
TUR,Turkey,T,Total,TOTAL,Total,2018,2018,81407211,,
TUR,Turkey,T,Total,TOTAL,Total,2019,2019,82579448,,
TUR,Turkey,T,Total,TOTAL,Total,2020,2020,83384688,,
GBR,United Kingdom,T,Total,TOTAL,Total,2005,2005,60413276,,
GBR,United Kingdom,T,Total,TOTAL,Total,2006,2006,60827067,,
GBR,United Kingdom,T,Total,TOTAL,Total,2007,2007,61319075,,
GBR,United Kingdom,T,Total,TOTAL,Total,2008,2008,61823772,,
GBR,United Kingdom,T,Total,TOTAL,Total,2009,2009,62260486,,
GBR,United Kingdom,T,Total,TOTAL,Total,2010,2010,62759456,,
GBR,United Kingdom,T,Total,TOTAL,Total,2011,2011,63285145,,
GBR,United Kingdom,T,Total,TOTAL,Total,2012,2012,63705030,,
GBR,United Kingdom,T,Total,TOTAL,Total,2013,2013,64105654,,
GBR,United Kingdom,T,Total,TOTAL,Total,2014,2014,64596752,,
GBR,United Kingdom,T,Total,TOTAL,Total,2015,2015,65110034,,
GBR,United Kingdom,T,Total,TOTAL,Total,2016,2016,65648054,,
GBR,United Kingdom,T,Total,TOTAL,Total,2017,2017,66040229,,
GBR,United Kingdom,T,Total,TOTAL,Total,2018,2018,66435550,,
GBR,United Kingdom,T,Total,TOTAL,Total,2019,2019,66796807,,
GBR,United Kingdom,T,Total,TOTAL,Total,2020,2020,67081234,,
USA,United States,T,Total,TOTAL,Total,2005,2005,295516599,,
USA,United States,T,Total,TOTAL,Total,2006,2006,298379912,,
USA,United States,T,Total,TOTAL,Total,2007,2007,301231207,,
USA,United States,T,Total,TOTAL,Total,2008,2008,304093966,,
USA,United States,T,Total,TOTAL,Total,2009,2009,306771529,,
USA,United States,T,Total,TOTAL,Total,2010,2010,309327143,,
USA,United States,T,Total,TOTAL,Total,2011,2011,311583481,,
USA,United States,T,Total,TOTAL,Total,2012,2012,313877662,,
USA,United States,T,Total,TOTAL,Total,2013,2013,316059947,,
USA,United States,T,Total,TOTAL,Total,2014,2014,318386329,,
USA,United States,T,Total,TOTAL,Total,2015,2015,320738994,,
USA,United States,T,Total,TOTAL,Total,2016,2016,323071755,,
USA,United States,T,Total,TOTAL,Total,2017,2017,325122128,,
USA,United States,T,Total,TOTAL,Total,2018,2018,326838199,,
USA,United States,T,Total,TOTAL,Total,2019,2019,328329953,,
USA,United States,T,Total,TOTAL,Total,2020,2020,329484123,,
CHL,Chile,T,Total,TOTAL,Total,2005,2005,16183489,,
CHL,Chile,T,Total,TOTAL,Total,2006,2006,16347890,,
CHL,Chile,T,Total,TOTAL,Total,2007,2007,16517933,,
CHL,Chile,T,Total,TOTAL,Total,2008,2008,16697754,,
CHL,Chile,T,Total,TOTAL,Total,2009,2009,16881078,,
CHL,Chile,T,Total,TOTAL,Total,2010,2010,17063927,,
CHL,Chile,T,Total,TOTAL,Total,2011,2011,17254159,,
CHL,Chile,T,Total,TOTAL,Total,2012,2012,17443491,,
CHL,Chile,T,Total,TOTAL,Total,2013,2013,17611902,,
CHL,Chile,T,Total,TOTAL,Total,2014,2014,17787617,,
CHL,Chile,T,Total,TOTAL,Total,2015,2015,17971423,,
CHL,Chile,T,Total,TOTAL,Total,2016,2016,18167147,,
CHL,Chile,T,Total,TOTAL,Total,2017,2017,18419192,,
CHL,Chile,T,Total,TOTAL,Total,2018,2018,18751405,,
CHL,Chile,T,Total,TOTAL,Total,2019,2019,19107216,,
CHL,Chile,T,Total,TOTAL,Total,2020,2020,19458310,,
COL,Colombia,T,Total,TOTAL,Total,2005,2005,42888592,,
COL,Colombia,T,Total,TOTAL,Total,2006,2006,43405956,,
COL,Colombia,T,Total,TOTAL,Total,2007,2007,43926929,,
COL,Colombia,T,Total,TOTAL,Total,2008,2008,44451147,,
COL,Colombia,T,Total,TOTAL,Total,2009,2009,44978832,,
COL,Colombia,T,Total,TOTAL,Total,2010,2010,45509584,,
COL,Colombia,T,Total,TOTAL,Total,2011,2011,46044601,,
COL,Colombia,T,Total,TOTAL,Total,2012,2012,46581823,,
COL,Colombia,T,Total,TOTAL,Total,2013,2013,47121089,,
COL,Colombia,T,Total,TOTAL,Total,2014,2014,47661787,,
COL,Colombia,T,Total,TOTAL,Total,2015,2015,48203405,,
COL,Colombia,T,Total,TOTAL,Total,2016,2016,48747708,,
COL,Colombia,T,Total,TOTAL,Total,2017,2017,49291609,,
COL,Colombia,T,Total,TOTAL,Total,2018,2018,49834240,,
COL,Colombia,T,Total,TOTAL,Total,2019,2019,50374478,,
COL,Colombia,T,Total,TOTAL,Total,2020,2020,50911747,,
CRI,Costa Rica,T,Total,TOTAL,Total,2005,2005,4215248,,
CRI,Costa Rica,T,Total,TOTAL,Total,2006,2006,4278656,,
CRI,Costa Rica,T,Total,TOTAL,Total,2007,2007,4340390,,
CRI,Costa Rica,T,Total,TOTAL,Total,2008,2008,4404090,,
CRI,Costa Rica,T,Total,TOTAL,Total,2009,2009,4469337,,
CRI,Costa Rica,T,Total,TOTAL,Total,2010,2010,4533894,,
CRI,Costa Rica,T,Total,TOTAL,Total,2011,2011,4592149,,
CRI,Costa Rica,T,Total,TOTAL,Total,2012,2012,4652458.931,,
CRI,Costa Rica,T,Total,TOTAL,Total,2013,2013,4713168.141,,
CRI,Costa Rica,T,Total,TOTAL,Total,2014,2014,4773129.934,,
CRI,Costa Rica,T,Total,TOTAL,Total,2015,2015,4832233.813,,
CRI,Costa Rica,T,Total,TOTAL,Total,2016,2016,4890379.452,,
CRI,Costa Rica,T,Total,TOTAL,Total,2017,2017,4947489.593,,
CRI,Costa Rica,T,Total,TOTAL,Total,2018,2018,5003401.958,,
CRI,Costa Rica,T,Total,TOTAL,Total,2019,2019,5058007.147,,
CRI,Costa Rica,T,Total,TOTAL,Total,2020,2020,5111238.216,,
EST,Estonia,T,Total,TOTAL,Total,2005,2005,1354775,,
EST,Estonia,T,Total,TOTAL,Total,2006,2006,1346810,,
EST,Estonia,T,Total,TOTAL,Total,2007,2007,1340680,,
EST,Estonia,T,Total,TOTAL,Total,2008,2008,1337090,,
EST,Estonia,T,Total,TOTAL,Total,2009,2009,1334515,,
EST,Estonia,T,Total,TOTAL,Total,2010,2010,1331475,,
EST,Estonia,T,Total,TOTAL,Total,2011,2011,1327439,,
EST,Estonia,T,Total,TOTAL,Total,2012,2012,1322696,,
EST,Estonia,T,Total,TOTAL,Total,2013,2013,1317997,,
EST,Estonia,T,Total,TOTAL,Total,2014,2014,1314545,,
EST,Estonia,T,Total,TOTAL,Total,2015,2015,1314608,,
EST,Estonia,T,Total,TOTAL,Total,2016,2016,1315790,,
EST,Estonia,T,Total,TOTAL,Total,2017,2017,1317384,,
EST,Estonia,T,Total,TOTAL,Total,2018,2018,1321977,,
EST,Estonia,T,Total,TOTAL,Total,2019,2019,1326855,,
EST,Estonia,T,Total,TOTAL,Total,2020,2020,1329479,,
ISR,Israel,T,Total,TOTAL,Total,2005,2005,6930128,,
ISR,Israel,T,Total,TOTAL,Total,2006,2006,7053707,,
ISR,Israel,T,Total,TOTAL,Total,2007,2007,7180114.5,,
ISR,Israel,T,Total,TOTAL,Total,2008,2008,7308795,,
ISR,Israel,T,Total,TOTAL,Total,2009,2009,7485565,,
ISR,Israel,T,Total,TOTAL,Total,2010,2010,7623561,,
ISR,Israel,T,Total,TOTAL,Total,2011,2011,7765832,,
ISR,Israel,T,Total,TOTAL,Total,2012,2012,7910525,,
ISR,Israel,T,Total,TOTAL,Total,2013,2013,8059456,,
ISR,Israel,T,Total,TOTAL,Total,2014,2014,8215668,,
ISR,Israel,T,Total,TOTAL,Total,2015,2015,8380149,,
ISR,Israel,T,Total,TOTAL,Total,2016,2016,8546009,,
ISR,Israel,T,Total,TOTAL,Total,2017,2017,8713268,,
ISR,Israel,T,Total,TOTAL,Total,2018,2018,8882764,,
ISR,Israel,T,Total,TOTAL,Total,2019,2019,9054000,,
ISR,Israel,T,Total,TOTAL,Total,2020,2020,9215100,,
LVA,Latvia,T,Total,TOTAL,Total,2005,2005,2238799,,
LVA,Latvia,T,Total,TOTAL,Total,2006,2006,2218351,,
LVA,Latvia,T,Total,TOTAL,Total,2007,2007,2200325,,
LVA,Latvia,T,Total,TOTAL,Total,2008,2008,2177324,,
LVA,Latvia,T,Total,TOTAL,Total,2009,2009,2141668,,
LVA,Latvia,T,Total,TOTAL,Total,2010,2010,2097553,,
LVA,Latvia,T,Total,TOTAL,Total,2011,2011,2059710,,
LVA,Latvia,T,Total,TOTAL,Total,2012,2012,2034324,,
LVA,Latvia,T,Total,TOTAL,Total,2013,2013,2012647,,
LVA,Latvia,T,Total,TOTAL,Total,2014,2014,1993785,,
LVA,Latvia,T,Total,TOTAL,Total,2015,2015,1977523,,
LVA,Latvia,T,Total,TOTAL,Total,2016,2016,1959535,,
LVA,Latvia,T,Total,TOTAL,Total,2017,2017,1942247,,
LVA,Latvia,T,Total,TOTAL,Total,2018,2018,1927170,,
LVA,Latvia,T,Total,TOTAL,Total,2019,2019,1913826,,
LVA,Latvia,T,Total,TOTAL,Total,2020,2020,1900448,,
LTU,Lithuania,T,Total,TOTAL,Total,2005,2005,3322525,,
LTU,Lithuania,T,Total,TOTAL,Total,2006,2006,3269903,,
LTU,Lithuania,T,Total,TOTAL,Total,2007,2007,3231297,,
LTU,Lithuania,T,Total,TOTAL,Total,2008,2008,3198234,,
LTU,Lithuania,T,Total,TOTAL,Total,2009,2009,3162911,,
LTU,Lithuania,T,Total,TOTAL,Total,2010,2010,3097292,,
LTU,Lithuania,T,Total,TOTAL,Total,2011,2011,3028119,,
LTU,Lithuania,T,Total,TOTAL,Total,2012,2012,2987773,,
LTU,Lithuania,T,Total,TOTAL,Total,2013,2013,2957689,,
LTU,Lithuania,T,Total,TOTAL,Total,2014,2014,2932366,,
LTU,Lithuania,T,Total,TOTAL,Total,2015,2015,2904908,,
LTU,Lithuania,T,Total,TOTAL,Total,2016,2016,2868234,,
LTU,Lithuania,T,Total,TOTAL,Total,2017,2017,2828398,,
LTU,Lithuania,T,Total,TOTAL,Total,2018,2018,2801541,,
LTU,Lithuania,T,Total,TOTAL,Total,2019,2019,2794135,,
LTU,Lithuania,T,Total,TOTAL,Total,2020,2020,2794890,,
SVN,Slovenia,T,Total,TOTAL,Total,2005,2005,2001114,,
SVN,Slovenia,T,Total,TOTAL,Total,2006,2006,2008516,,
SVN,Slovenia,T,Total,TOTAL,Total,2007,2007,2019406,,
SVN,Slovenia,T,Total,TOTAL,Total,2008,2008,2022629,,
SVN,Slovenia,T,Total,TOTAL,Total,2009,2009,2042335,,
SVN,Slovenia,T,Total,TOTAL,Total,2010,2010,2049261,,
SVN,Slovenia,T,Total,TOTAL,Total,2011,2011,2052496,,
SVN,Slovenia,T,Total,TOTAL,Total,2012,2012,2056262,,
SVN,Slovenia,T,Total,TOTAL,Total,2013,2013,2059114,,
SVN,Slovenia,T,Total,TOTAL,Total,2014,2014,2061623,,
SVN,Slovenia,T,Total,TOTAL,Total,2015,2015,2063077,,
SVN,Slovenia,T,Total,TOTAL,Total,2016,2016,2064241,,
SVN,Slovenia,T,Total,TOTAL,Total,2017,2017,2066161,,
SVN,Slovenia,T,Total,TOTAL,Total,2018,2018,2070050,,
SVN,Slovenia,T,Total,TOTAL,Total,2019,2019,2089310,,
SVN,Slovenia,T,Total,TOTAL,Total,2020,2020,2100126,,
